file_name,prompt,seed,background
images/opaque_metal_water_bottle__modern_office_desk__004.png,A neutral opaque metal water bottle in a modern office desk background,5,opaque_metal_water_bottle__modern_office_desk
images/opaque_metal_water_bottle__plain_white_studio_background__001.png,A neutral opaque metal water bottle in a plain white studio background background,2,opaque_metal_water_bottle__plain_white_studio_background
images/opaque_metal_water_bottle__plain_white_studio_background__002.png,A neutral opaque metal water bottle in a plain white studio background background,4,opaque_metal_water_bottle__plain_white_studio_background
images/opaque_metal_water_bottle__science_lab_bench__001.png,A neutral opaque metal water bottle in a science lab bench background,1,opaque_metal_water_bottle__science_lab_bench
images/opaque_metal_water_bottle__science_lab_bench__002.png,A neutral opaque metal water bottle in a science lab bench background,2,opaque_metal_water_bottle__science_lab_bench
images/opaque_metal_water_bottle__science_lab_bench__003.png,A neutral opaque metal water bottle in a science lab bench background,4,opaque_metal_water_bottle__science_lab_bench
images/opaque_metal_water_bottle__science_lab_bench__004.png,A neutral opaque metal water bottle in a science lab bench background,5,opaque_metal_water_bottle__science_lab_bench
images/plain_cardboard_box__bathroom_vanity_matte_tiles__001.png,A neutral plain cardboard box in a bathroom vanity matte tiles background,3,plain_cardboard_box__bathroom_vanity_matte_tiles
images/plain_cardboard_box__classroom_row_of_desks_daylight__001.png,A neutral plain cardboard box in a classroom row of desks daylight background,1,plain_cardboard_box__classroom_row_of_desks_daylight
images/plain_cardboard_box__classroom_row_of_desks_daylight__002.png,A neutral plain cardboard box in a classroom row of desks daylight background,2,plain_cardboard_box__classroom_row_of_desks_daylight
images/plain_cardboard_box__classroom_row_of_desks_daylight__003.png,A neutral plain cardboard box in a classroom row of desks daylight background,4,plain_cardboard_box__classroom_row_of_desks_daylight
images/plain_cardboard_box__garage_workshop_tools_on_pegboard__001.png,A neutral plain cardboard box in a garage workshop tools on pegboard background,1,plain_cardboard_box__garage_workshop_tools_on_pegboard
images/plain_cardboard_box__garage_workshop_tools_on_pegboard__002.png,A neutral plain cardboard box in a garage workshop tools on pegboard background,2,plain_cardboard_box__garage_workshop_tools_on_pegboard
images/plain_cardboard_box__garage_workshop_tools_on_pegboard__003.png,A neutral plain cardboard box in a garage workshop tools on pegboard background,3,plain_cardboard_box__garage_workshop_tools_on_pegboard
images/plain_cardboard_box__garage_workshop_tools_on_pegboard__004.png,A neutral plain cardboard box in a garage workshop tools on pegboard background,4,plain_cardboard_box__garage_workshop_tools_on_pegboard
images/plain_cardboard_box__green_park_lawn_afternoon_light__001.png,A neutral plain cardboard box in a green park lawn afternoon light background,2,plain_cardboard_box__green_park_lawn_afternoon_light
images/plain_cardboard_box__green_park_lawn_afternoon_light__002.png,A neutral plain cardboard box in a green park lawn afternoon light background,3,plain_cardboard_box__green_park_lawn_afternoon_light
images/plain_cardboard_box__green_park_lawn_afternoon_light__003.png,A neutral plain cardboard box in a green park lawn afternoon light background,4,plain_cardboard_box__green_park_lawn_afternoon_light
images/plain_cardboard_box__green_park_lawn_afternoon_light__004.png,A neutral plain cardboard box in a green park lawn afternoon light background,5,plain_cardboard_box__green_park_lawn_afternoon_light
images/plain_cardboard_box__hotel_room_desk_area__001.png,A neutral plain cardboard box in a hotel room desk area background,2,plain_cardboard_box__hotel_room_desk_area
images/plain_cardboard_box__hotel_room_desk_area__002.png,A neutral plain cardboard box in a hotel room desk area background,3,plain_cardboard_box__hotel_room_desk_area
images/plain_cardboard_box__hotel_room_desk_area__003.png,A neutral plain cardboard box in a hotel room desk area background,4,plain_cardboard_box__hotel_room_desk_area
images/plain_cardboard_box__hotel_room_desk_area__004.png,A neutral plain cardboard box in a hotel room desk area background,5,plain_cardboard_box__hotel_room_desk_area
images/plain_cardboard_box__kitchen_countertop_daylight__001.png,A neutral plain cardboard box in a kitchen countertop daylight background,3,plain_cardboard_box__kitchen_countertop_daylight
images/plain_cardboard_box__kitchen_countertop_daylight__002.png,A neutral plain cardboard box in a kitchen countertop daylight background,4,plain_cardboard_box__kitchen_countertop_daylight
images/plain_cardboard_box__minimalist_living-room_corner__001.png,A neutral plain cardboard box in a minimalist living-room corner background,1,plain_cardboard_box__minimalist_living-room_corner
images/plain_cardboard_box__minimalist_living-room_corner__002.png,A neutral plain cardboard box in a minimalist living-room corner background,3,plain_cardboard_box__minimalist_living-room_corner
images/plain_cardboard_box__minimalist_living-room_corner__003.png,A neutral plain cardboard box in a minimalist living-room corner background,4,plain_cardboard_box__minimalist_living-room_corner
images/plain_cardboard_box__modern_office_desk__001.png,A neutral plain cardboard box in a modern office desk background,1,plain_cardboard_box__modern_office_desk
images/plain_cardboard_box__modern_office_desk__002.png,A neutral plain cardboard box in a modern office desk background,3,plain_cardboard_box__modern_office_desk
images/plain_cardboard_box__modern_office_desk__003.png,A neutral plain cardboard box in a modern office desk background,5,plain_cardboard_box__modern_office_desk
images/plain_cardboard_box__science_lab_bench__001.png,A neutral plain cardboard box in a science lab bench background,1,plain_cardboard_box__science_lab_bench
images/plain_cardboard_box__science_lab_bench__002.png,A neutral plain cardboard box in a science lab bench background,2,plain_cardboard_box__science_lab_bench
images/simple_wooden_chair__classroom_row_of_desks_daylight__001.png,A neutral simple wooden chair in a classroom row of desks daylight background,1,simple_wooden_chair__classroom_row_of_desks_daylight
images/simple_wooden_chair__classroom_row_of_desks_daylight__002.png,A neutral simple wooden chair in a classroom row of desks daylight background,2,simple_wooden_chair__classroom_row_of_desks_daylight
images/simple_wooden_chair__classroom_row_of_desks_daylight__003.png,A neutral simple wooden chair in a classroom row of desks daylight background,4,simple_wooden_chair__classroom_row_of_desks_daylight
images/simple_wooden_chair__classroom_row_of_desks_daylight__004.png,A neutral simple wooden chair in a classroom row of desks daylight background,5,simple_wooden_chair__classroom_row_of_desks_daylight
images/simple_wooden_chair__garage_workshop_tools_on_pegboard__001.png,A neutral simple wooden chair in a garage workshop tools on pegboard background,1,simple_wooden_chair__garage_workshop_tools_on_pegboard
images/simple_wooden_chair__garage_workshop_tools_on_pegboard__002.png,A neutral simple wooden chair in a garage workshop tools on pegboard background,2,simple_wooden_chair__garage_workshop_tools_on_pegboard
images/simple_wooden_chair__garage_workshop_tools_on_pegboard__003.png,A neutral simple wooden chair in a garage workshop tools on pegboard background,3,simple_wooden_chair__garage_workshop_tools_on_pegboard
images/simple_wooden_chair__garage_workshop_tools_on_pegboard__004.png,A neutral simple wooden chair in a garage workshop tools on pegboard background,4,simple_wooden_chair__garage_workshop_tools_on_pegboard
images/simple_wooden_chair__garage_workshop_tools_on_pegboard__005.png,A neutral simple wooden chair in a garage workshop tools on pegboard background,5,simple_wooden_chair__garage_workshop_tools_on_pegboard
images/simple_wooden_chair__green_park_lawn_afternoon_light__001.png,A neutral simple wooden chair in a green park lawn afternoon light background,1,simple_wooden_chair__green_park_lawn_afternoon_light
images/simple_wooden_chair__green_park_lawn_afternoon_light__002.png,A neutral simple wooden chair in a green park lawn afternoon light background,2,simple_wooden_chair__green_park_lawn_afternoon_light
images/simple_wooden_chair__green_park_lawn_afternoon_light__003.png,A neutral simple wooden chair in a green park lawn afternoon light background,3,simple_wooden_chair__green_park_lawn_afternoon_light
images/simple_wooden_chair__green_park_lawn_afternoon_light__004.png,A neutral simple wooden chair in a green park lawn afternoon light background,4,simple_wooden_chair__green_park_lawn_afternoon_light
images/simple_wooden_chair__kitchen_countertop_daylight__001.png,A neutral simple wooden chair in a kitchen countertop daylight background,1,simple_wooden_chair__kitchen_countertop_daylight
images/simple_wooden_chair__kitchen_countertop_daylight__002.png,A neutral simple wooden chair in a kitchen countertop daylight background,3,simple_wooden_chair__kitchen_countertop_daylight
images/simple_wooden_chair__kitchen_countertop_daylight__003.png,A neutral simple wooden chair in a kitchen countertop daylight background,4,simple_wooden_chair__kitchen_countertop_daylight
images/simple_wooden_chair__kitchen_countertop_daylight__004.png,A neutral simple wooden chair in a kitchen countertop daylight background,5,simple_wooden_chair__kitchen_countertop_daylight
images/simple_wooden_chair__minimalist_living-room_corner__001.png,A neutral simple wooden chair in a minimalist living-room corner background,1,simple_wooden_chair__minimalist_living-room_corner
images/simple_wooden_chair__minimalist_living-room_corner__002.png,A neutral simple wooden chair in a minimalist living-room corner background,2,simple_wooden_chair__minimalist_living-room_corner
images/simple_wooden_chair__minimalist_living-room_corner__003.png,A neutral simple wooden chair in a minimalist living-room corner background,4,simple_wooden_chair__minimalist_living-room_corner
images/simple_wooden_chair__minimalist_living-room_corner__004.png,A neutral simple wooden chair in a minimalist living-room corner background,5,simple_wooden_chair__minimalist_living-room_corner
images/simple_wooden_chair__modern_office_desk__001.png,A neutral simple wooden chair in a modern office desk background,1,simple_wooden_chair__modern_office_desk
images/simple_wooden_chair__modern_office_desk__002.png,A neutral simple wooden chair in a modern office desk background,2,simple_wooden_chair__modern_office_desk
images/simple_wooden_chair__modern_office_desk__003.png,A neutral simple wooden chair in a modern office desk background,5,simple_wooden_chair__modern_office_desk
images/simple_wooden_chair__plain_white_studio_background__001.png,A neutral simple wooden chair in a plain white studio background background,1,simple_wooden_chair__plain_white_studio_background
images/simple_wooden_chair__plain_white_studio_background__002.png,A neutral simple wooden chair in a plain white studio background background,3,simple_wooden_chair__plain_white_studio_background
images/simple_wooden_chair__plain_white_studio_background__003.png,A neutral simple wooden chair in a plain white studio background background,4,simple_wooden_chair__plain_white_studio_background
images/simple_wooden_chair__science_lab_bench__001.png,A neutral simple wooden chair in a science lab bench background,3,simple_wooden_chair__science_lab_bench
images/soft_couch_pillow__garage_workshop_tools_on_pegboard__001.png,A neutral soft couch pillow in a garage workshop tools on pegboard background,2,soft_couch_pillow__garage_workshop_tools_on_pegboard
images/soft_couch_pillow__garage_workshop_tools_on_pegboard__002.png,A neutral soft couch pillow in a garage workshop tools on pegboard background,3,soft_couch_pillow__garage_workshop_tools_on_pegboard
images/soft_couch_pillow__garage_workshop_tools_on_pegboard__003.png,A neutral soft couch pillow in a garage workshop tools on pegboard background,4,soft_couch_pillow__garage_workshop_tools_on_pegboard
images/soft_couch_pillow__garage_workshop_tools_on_pegboard__004.png,A neutral soft couch pillow in a garage workshop tools on pegboard background,5,soft_couch_pillow__garage_workshop_tools_on_pegboard
images/soft_couch_pillow__green_park_lawn_afternoon_light__001.png,A neutral soft couch pillow in a green park lawn afternoon light background,4,soft_couch_pillow__green_park_lawn_afternoon_light
images/soft_couch_pillow__green_park_lawn_afternoon_light__002.png,A neutral soft couch pillow in a green park lawn afternoon light background,5,soft_couch_pillow__green_park_lawn_afternoon_light
images/soft_couch_pillow__hotel_room_desk_area__001.png,A neutral soft couch pillow in a hotel room desk area background,1,soft_couch_pillow__hotel_room_desk_area
images/soft_couch_pillow__hotel_room_desk_area__002.png,A neutral soft couch pillow in a hotel room desk area background,2,soft_couch_pillow__hotel_room_desk_area
images/soft_couch_pillow__hotel_room_desk_area__003.png,A neutral soft couch pillow in a hotel room desk area background,3,soft_couch_pillow__hotel_room_desk_area
images/soft_couch_pillow__minimalist_living-room_corner__001.png,A neutral soft couch pillow in a minimalist living-room corner background,1,soft_couch_pillow__minimalist_living-room_corner
images/soft_couch_pillow__minimalist_living-room_corner__002.png,A neutral soft couch pillow in a minimalist living-room corner background,2,soft_couch_pillow__minimalist_living-room_corner
images/soft_couch_pillow__minimalist_living-room_corner__003.png,A neutral soft couch pillow in a minimalist living-room corner background,3,soft_couch_pillow__minimalist_living-room_corner
images/soft_couch_pillow__minimalist_living-room_corner__004.png,A neutral soft couch pillow in a minimalist living-room corner background,4,soft_couch_pillow__minimalist_living-room_corner
images/soft_couch_pillow__minimalist_living-room_corner__005.png,A neutral soft couch pillow in a minimalist living-room corner background,5,soft_couch_pillow__minimalist_living-room_corner
images/soft_couch_pillow__modern_office_desk__001.png,A neutral soft couch pillow in a modern office desk background,3,soft_couch_pillow__modern_office_desk
images/soft_couch_pillow__modern_office_desk__002.png,A neutral soft couch pillow in a modern office desk background,5,soft_couch_pillow__modern_office_desk
images/soft_couch_pillow__plain_white_studio_background__001.png,A neutral soft couch pillow in a plain white studio background background,5,soft_couch_pillow__plain_white_studio_background
images/table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles__001.png,A neutral table lamp with shade (off) in a bathroom vanity matte tiles background,1,table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles
images/table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles__002.png,A neutral table lamp with shade (off) in a bathroom vanity matte tiles background,2,table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles
images/table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles__003.png,A neutral table lamp with shade (off) in a bathroom vanity matte tiles background,5,table_lamp_with_shade_(off)__bathroom_vanity_matte_tiles
images/table_lamp_with_shade_(off)__classroom_row_of_desks_daylight__001.png,A neutral table lamp with shade (off) in a classroom row of desks daylight background,2,table_lamp_with_shade_(off)__classroom_row_of_desks_daylight
images/table_lamp_with_shade_(off)__classroom_row_of_desks_daylight__002.png,A neutral table lamp with shade (off) in a classroom row of desks daylight background,4,table_lamp_with_shade_(off)__classroom_row_of_desks_daylight
images/table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard__001.png,A neutral table lamp with shade (off) in a garage workshop tools on pegboard background,1,table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard
images/table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard__002.png,A neutral table lamp with shade (off) in a garage workshop tools on pegboard background,2,table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard
images/table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard__003.png,A neutral table lamp with shade (off) in a garage workshop tools on pegboard background,4,table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard
images/table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard__004.png,A neutral table lamp with shade (off) in a garage workshop tools on pegboard background,5,table_lamp_with_shade_(off)__garage_workshop_tools_on_pegboard
images/table_lamp_with_shade_(off)__green_park_lawn_afternoon_light__001.png,A neutral table lamp with shade (off) in a green park lawn afternoon light background,1,table_lamp_with_shade_(off)__green_park_lawn_afternoon_light
images/table_lamp_with_shade_(off)__green_park_lawn_afternoon_light__002.png,A neutral table lamp with shade (off) in a green park lawn afternoon light background,2,table_lamp_with_shade_(off)__green_park_lawn_afternoon_light
images/table_lamp_with_shade_(off)__green_park_lawn_afternoon_light__003.png,A neutral table lamp with shade (off) in a green park lawn afternoon light background,5,table_lamp_with_shade_(off)__green_park_lawn_afternoon_light
images/table_lamp_with_shade_(off)__hotel_room_desk_area__001.png,A neutral table lamp with shade (off) in a hotel room desk area background,1,table_lamp_with_shade_(off)__hotel_room_desk_area
images/table_lamp_with_shade_(off)__hotel_room_desk_area__002.png,A neutral table lamp with shade (off) in a hotel room desk area background,3,table_lamp_with_shade_(off)__hotel_room_desk_area
images/table_lamp_with_shade_(off)__hotel_room_desk_area__003.png,A neutral table lamp with shade (off) in a hotel room desk area background,4,table_lamp_with_shade_(off)__hotel_room_desk_area
images/table_lamp_with_shade_(off)__hotel_room_desk_area__004.png,A neutral table lamp with shade (off) in a hotel room desk area background,5,table_lamp_with_shade_(off)__hotel_room_desk_area
images/table_lamp_with_shade_(off)__kitchen_countertop_daylight__001.png,A neutral table lamp with shade (off) in a kitchen countertop daylight background,2,table_lamp_with_shade_(off)__kitchen_countertop_daylight
images/table_lamp_with_shade_(off)__kitchen_countertop_daylight__002.png,A neutral table lamp with shade (off) in a kitchen countertop daylight background,3,table_lamp_with_shade_(off)__kitchen_countertop_daylight
images/table_lamp_with_shade_(off)__kitchen_countertop_daylight__003.png,A neutral table lamp with shade (off) in a kitchen countertop daylight background,4,table_lamp_with_shade_(off)__kitchen_countertop_daylight
images/table_lamp_with_shade_(off)__minimalist_living-room_corner__001.png,A neutral table lamp with shade (off) in a minimalist living-room corner background,1,table_lamp_with_shade_(off)__minimalist_living-room_corner
images/table_lamp_with_shade_(off)__minimalist_living-room_corner__002.png,A neutral table lamp with shade (off) in a minimalist living-room corner background,2,table_lamp_with_shade_(off)__minimalist_living-room_corner
images/table_lamp_with_shade_(off)__minimalist_living-room_corner__003.png,A neutral table lamp with shade (off) in a minimalist living-room corner background,3,table_lamp_with_shade_(off)__minimalist_living-room_corner
images/table_lamp_with_shade_(off)__minimalist_living-room_corner__004.png,A neutral table lamp with shade (off) in a minimalist living-room corner background,4,table_lamp_with_shade_(off)__minimalist_living-room_corner
images/table_lamp_with_shade_(off)__minimalist_living-room_corner__005.png,A neutral table lamp with shade (off) in a minimalist living-room corner background,5,table_lamp_with_shade_(off)__minimalist_living-room_corner
images/table_lamp_with_shade_(off)__modern_office_desk__001.png,A neutral table lamp with shade (off) in a modern office desk background,1,table_lamp_with_shade_(off)__modern_office_desk
images/table_lamp_with_shade_(off)__modern_office_desk__002.png,A neutral table lamp with shade (off) in a modern office desk background,2,table_lamp_with_shade_(off)__modern_office_desk
images/table_lamp_with_shade_(off)__modern_office_desk__003.png,A neutral table lamp with shade (off) in a modern office desk background,3,table_lamp_with_shade_(off)__modern_office_desk
images/table_lamp_with_shade_(off)__modern_office_desk__004.png,A neutral table lamp with shade (off) in a modern office desk background,4,table_lamp_with_shade_(off)__modern_office_desk
images/table_lamp_with_shade_(off)__modern_office_desk__005.png,A neutral table lamp with shade (off) in a modern office desk background,5,table_lamp_with_shade_(off)__modern_office_desk
